"GLA_genenames"	"GLA_pvalue"
"RBP3"	0.514701287
"CMC1"	0.238068832
"DAB2IP"	0.258308824
"TDRKH"	0.118636132
"MT1F"	0.23702308
"KAAG1"	0.27862694
"CFHR4"	0.111557904
"CLLU1"	0.248032578
"C6orf226"	0.274931577
"DTWD2"	0.118940462
"UCP3"	0.080290543
"UBR2"	0.077271242
"UCN3"	0.28041156
"SLC25A3"	0.200525429
"ITSN1"	0.082564849
"AP3B1"	0.118013685
"SPRR2G"	0.238600899
"DAP"	0.243397161
"PGBD3"	0.199470486
"TMEM214"	0.179469975
"PRM1"	0.239020118
"SCGB2B2"	0.246335784
"DEPDC1"	0.08157067
"MRPL34"	0.26208027
"PRAMEF16"	0.420036765
"RAET1E"	0.060077614
"IFITM5"	0.258565666
"CORT"	0.261981209
"KRTAP9-4"	0.254300449
"KRTAP5-11"	0.255581087
"ZNF416"	0.18454759
"STAT1"	0.065984477
"WFIKKN2"	0.323840891
"GNG11"	0.237872243
"TFF1"	0.252884498
"ZNF672"	0.27847018
"SFTA3"	0.244945364
"STH"	0.208888889
"LAYN"	0.183522774
"HS2ST1"	0.190716912
"ICAM1"	0.221889297
"EMILIN1"	0.192507659
"OCA2"	0.183585069
"LCE1E"	0.247345282
"POLR1D"	0.253111724
"GPAT2"	0.217884498
"GLTSCR1"	0.214410233
"CLCN6"	0.279872855
"GATAD2B"	0.166079963
"ADH4"	0.150359477
"STX16"	0.200602022
"LCE1A"	0.249485294
"HMGN2"	0.23685866
"FBXO34"	0.245778697
"GLS"	0.059419424
"GDF5"	0.270117953
"SLC25A16"	0.140939542
"HSPA1L"	0.188405331
"CALCB"	0.264518484
"PCDHGA1"	0.99991779
"RNF217"	0.1693173
"CARD18"	0.236724877
"S100P"	0.210823632
"TMEM196"	0.244865196
"AGK"	0.125047488
"KRT23"	0.177637868
"DCXR"	0.089497549
"SCGB2A1"	0.241248979
"PATE3"	0.249993362
"SMCP"	0.241706495
"PRG4"	0.130977328
"NDUFS6"	0.281593648
"MAFK"	0.264745711
"DAD1"	0.26550143
"SLC26A2"	0.202216095
"C9orf57"	0.270927798
"EPB41L1"	0.219192198
"CAMK2G"	0.172422896
"ACAA1"	0.203077512
"GPAM"	0.068490094
"SVIP"	0.204636438
"TNP2"	0.265387561
"HIST1H2BB"	0.276351103
"APOBEC3B"	0.212749183
"CORO1A"	0.249914216
"CST3"	0.239647672
"TAL2"	0.208178105
"ST3GAL2"	0.227490298
"IFITM2"	0.271502247
"LCE3E"	0.247125715
"NME7"	0.056195364
"NAGA"	0.179850899
"AGPAT2"	0.216235703
"CST8"	0.256530331
"APOA5"	0.157756842
"PVALB"	0.255716912
"PDHA1"	0.212186989
"SYT12"	0.243098448
"C2orf88"	0.203040748
"HSD11B1"	0.171999592
"MT1X"	0.200540237
"HBB"	0.215791973
"PCDHB4"	0.271443015
"RPA3"	0.255799122
"RRAS"	0.153574857
"PPRC1"	0.20753268
"EPHX4"	0.155413092
"APC2"	0.62588031
"MUSTN1"	0.249405637
"SS18L2"	0.2509952
"CDC14A"	0.126608967
"WFDC11"	0.238135212
"PAIP1"	0.184793709
"INSIG1"	0.124946895
"TUBB1"	0.169270323
"CSRNP2"	0.237653697
"PRR13"	0.246041156
"APLF"	0.097994281
"ABHD12"	0.16541922
"FUBP1"	0.161639604
"RPL3L"	0.11123366
"SPATA12"	0.266718239
"C3orf36"	0.273796467
"TMEM230"	0.260824653
"TNFAIP8L1"	0.263730596
"MT1H"	0.201993464
"SLC44A3"	0.074147263
"SCGB1A1"	0.246253574
"KRTAP4-7"	0.267920241
"RBP7"	0.260348754
"C16orf90"	0.278378268
"TMEM173"	0.208124489
"GCAT"	0.15223652
"C17orf67"	0.254336703
"GLT1D1"	0.173744383
"MCFD2"	0.25629953
"PAM16"	0.269266238
"C6orf201"	0.215440666
"NUDT2"	0.256469056
"BACE2"	0.23563317
"RSF1"	0.187710886
"VPREB1"	0.270858864
"CDH1"	0.231368975
"PFN1"	0.290629085
"GFM2"	0.035013787
"CLU"	0.203994077
"SLC38A7"	0.223839869
"PPM1L"	0.173984375
"APEH"	0.174893791
"PIN1"	0.265542279
"ACYP2"	0.246541565
"NRG2"	0.206566074
"COA5"	0.245174122
"CCBE1"	0.199460274
"ANGPTL5"	0.150422794
"STATH"	0.232043505
"ID3"	0.280133783
"IFNA16"	0.216471609
"HIST1H2BE"	0.295874183
"LLPH"	0.247490809
"HOMER2"	0.200447815
"COX7A1"	0.249016544
"GTF2H5"	0.234764604
"SGCD"	0.171967933
"IFNB1"	0.215825674
"DLEU7"	0.250883374
"HIST1H4I"	0.294801368
"CALML5"	0.31521344
"PPP1R12C"	0.22489328
"INSL4"	0.214729371
"NAIP"	0.490335989
"RIC3"	0.18345384
"PLA2G2A"	0.266193321
"CAPNS1"	0.084627247
"MET"	0.154565462
"COX6C"	0.248516136
"COX7A2L"	0.254566993
"CCL22"	0.260638276
"KLHL23"	0.213985396
"STK38"	0.201968954
"PRCD"	0.235870609
"BYSL"	0.235452921
"TFCP2L1"	0.168665237
"ACOT9"	0.200823632
"SLC35D2"	0.170812398
"FAM83D"	0.236211193
"NPAT"	0.156234171
"DPY30"	0.247095078
"TCTA"	0.266856107
"C6orf163"	0.322915645
"LSM2"	0.243830678
"NR1H3"	0.230335989
"MLPH"	0.100396242
"NPVF"	0.266771855
"CHTF8"	0.256012561
"PRM2"	0.268467116
"PAIP2B"	0.245578023
"LGALS2"	0.263395118
"DNAJC24"	0.253036663
"SENP8"	0.27572406
"S100A7A"	0.249096201
"C20orf197"	0.209078329
"CTSO"	0.165053615
"PPP1R14A"	0.244474571
"SNX31"	0.026523182
"TET1"	0.293346099
"PDE6G"	0.244788092
"RBM28"	0.042865094
"NXNL2"	0.293954248
"VPS13D"	0.112593444
"PEX16"	0.169064542
"CABLES2"	0.222042484
"KLHL29"	0.719945874
"NDUFA4L2"	0.253710172
"MGP"	0.252004698
"BBS12"	0.205808313
"PABPC4L"	0.408479371
"RNASE10"	0.275326287
"C3orf30"	0.146969465
"SNX7"	0.186900531
"FOXN1"	0.297062908
"LIX1L"	0.180128166
"MRPS36"	0.241668199
"LRRC27"	0.044550654
"ENO3"	0.096342422
"UMODL1"	0.119220792
"HIST4H4"	0.286404208
"C12orf75"	0.236909212
"TMEM125"	0.331634498
"SERTAD3"	0.276787684
"MLC1"	0.189571589
"C2orf47"	0.189447508
"ZNF846"	0.049980086
"FAM210B"	0.255968137
"SIN3A"	0.200778186
"OR5P3"	0.301068219
"KRTAP5-3"	0.227439747
"EEF1E1"	0.267155331
"ZNF350"	0.147160948
"TSPO2"	0.265878779
"SLC25A40"	0.135015829
"RNASE9"	0.279956087
"MAT1A"	0.216498162
"UBE2NL"	0.269305045
"PPP6R1"	0.211188725
"LY6G6C"	0.21308415
"KRTAP12-2"	0.289575163
"POLR2K"	0.235593852
"PTBP1"	0.351748877
"DHODH"	0.140326797
"APOH"	0.095961499
"POLR3D"	0.132938623
"HMGN1"	0.254661969
"GHDC"	0.136341401
"LPO"	0.038994587
"ZNF503"	0.390004085
"WFDC5"	0.260190972
"DPPA3"	0.274471507
"ZNF280D"	0.199758987
"CST4"	0.268294016
"LZIC"	0.257233967
"CHRNB1"	0.250458538
"NUDT12"	0.123883783
"UTP14C"	0.174635927
"MED31"	0.255775633
"CRH"	0.256402676
"GTF2A2"	0.245911458
"AP1M1"	0.261219873
"UGT2B7"	0.174455167
"CYP19A1"	0.219692096
"C17orf77"	0.290882864
"SPOCK2"	0.174269301
"FKBP9"	0.267241626
"PPM1G"	0.212487234
"KRTAP26-1"	0.294398489
"DYTN"	0.056905637
"FAM173A"	0.273461499
"GNAT2"	0.188919526
"HIST1H2BF"	0.233989992
"TTR"	0.268655025
"NPY"	0.259994894
"MTFP1"	0.276938828
"OR11A1"	0.307743566
"TMEM220"	0.257028697
"ABAT"	0.248946589
"ECHDC2"	0.171010519
"TLE6"	0.159827921
"GSC2"	0.229116115
"PDCD5"	0.24180913
"L2HGDH"	0.171224469
"LURAP1L"	0.297498468
"C19orf80"	0.218528901
"GABRA4"	0.228145425
"HIST1H2AK"	0.293543199
"DLC1"	0.149390829
"PBOV1"	0.207153799
"HIST1H2AM"	0.296892872
"FAM216B"	0.252945261
"LYZL6"	0.264082925
"C2orf66"	0.243252145
"WDR77"	0.190601511
"OR7A10"	0.30449806
"TRAF1"	0.21503319
"RETNLB"	0.25185866
"ZNF426"	0.143191891
"ADD2"	0.172498468
"SCGB3A2"	0.237234477
"POLE4"	0.227733354
"IFNA7"	0.185046977
"P2RX3"	0.214166667
"NDUFV3"	0.090833844
"DHFRL1"	0.269659926
"TM7SF3"	0.217210989
"TMEM129"	0.287484171
"ANKRD53"	0.165170547
"CAMK1G"	0.114698734
"NKIRAS1"	0.267698121
"RAB31"	0.280942096
"NRSN1"	0.277757353
"H2AFV"	0.254826389
"HIST1H1E"	0.34638123
"SDF2L1"	0.299816687
"CDKN2B"	0.275851205
"LHB"	0.280871119
"ASPG"	0.051306679
"POP7"	0.283703023
"HPGD"	0.101096814
"OR4N5"	0.305587214
"PLXDC1"	0.230551471
"CLASP2"	0.19494281
"ZNF543"	0.200577512
"CLEC2B"	0.255012255
"ACTR10"	0.199167688
"C1D"	0.25362694
"OR4K17"	0.304259089
"FAM9B"	0.270332414
"ATAD1"	0.149959661
"MN1"	0.734277982
"OR5W2"	0.297747141
"RNASE3"	0.22166156
"TRIM50"	0.203160743
"FGD6"	0.192297283
"FAM133A"	0.278116319
"MAP1LC3B2"	0.262835478
"OR6C2"	0.293860294
"RNF151"	0.300869587
"OPTN"	0.153072917
"C3orf18"	0.278277165
"ARL14"	0.268503881
"DPY19L2"	0.156084048
"ARHGDIG"	0.316808619
"OR5L1"	0.305832312
"IGLL5"	0.216931168
"FRZB"	0.203821487
"C1orf86"	0.262642463
"SAA1"	0.214550654
"TMEM88"	0.306440972
"GAPDHS"	0.234089052
"OR5I1"	0.313183721
"BOLA3"	0.2401154
"LEPROT"	0.254781965
"BAG2"	0.277051164
"CHAC2"	0.272544935
"BPIFC"	0.179890217
"CGB7"	0.301887766
"CLDN6"	0.309998979
"PIGH"	0.265675041
"BRI3"	0.243146446
"ARNT2"	0.207052696
"TXN2"	0.269686479
"C7orf34"	0.25203942
"CPA3"	0.13054279
"TBC1D12"	0.161734579
"HSPB7"	0.311664624
"PHC3"	0.131530842
"OMP"	0.30192453
"UMPS"	0.218517157
"TARS"	0.089511846
"PFDN6"	0.263994077
"H2AFJ"	0.302465278
"CCL23"	0.262682292
"CER1"	0.300743464
"TMEM223"	0.271525735
"CCK"	0.282035335
"OR5J2"	0.301218852
"MRPL51"	0.266262255
"TEKT2"	0.157405025
"IGFL3"	0.254964257
"ANXA8L1"	0.357977431
"PARK7"	0.27853656
"TRAPPC9"	0.142399918
"SLC39A8"	0.117522978
"TRIM68"	0.117833435
"KIAA1919"	0.085657169
"EBLN2"	0.282097631
"OR7G2"	0.316252553
"TRAPPC3"	0.275826695
"ODF4"	0.297076695
"PAGE5"	0.255338542
"OR8I2"	0.307049632
"TESPA1"	0.181664624
"SEMA6C"	0.130290033
"B2M"	0.257422896
"HLA-C"	0.134937704
"CST11"	0.214242239
"PNOC"	0.279816687
"TRPC4AP"	0.128384906
"OR51B6"	0.305201185
"HIST1H3D"	0.303582006
"KCNAB1"	0.077033292
"TSHB"	0.214042586
"OR7E24"	0.314706904
"OR51B4"	0.30965431
"UBE2E1"	0.278324653
"PCGF6"	0.186047283
"NREP"	0.239387255
"S100A11"	0.242848243
"ID1"	0.242375408
"LPIN1"	0.109188623
"ANXA2R"	0.298622345
"CXCL11"	0.242586295
"IGSF11"	0.197051164
"BCHE"	0.183921058
"TXNL4B"	0.210260417
"RPS21"	0.262493873
"OR10A4"	0.307098141
"GALNT1"	0.211396548
"OR8U1"	0.299686989
"EIF4EBP3"	0.241111622
"UQCRQ"	0.26006587
"OR13C2"	0.304417892
"OR8B3"	0.299889195
"BCL2A1"	0.266400633
"OR52I1"	0.315702614
"DDIT3"	0.265986009
"CLC"	0.253830678
"AES"	0.294897876
"APOM"	0.27104473
"TXNRD3NB"	0.211487949
"YBEY"	0.247617443
"RAMP2"	0.21295241
"OR6C74"	0.297059334
"FAM218A"	0.274070159
"AASS"	0.073588644
"OR8D4"	0.299969873
"CGB1"	0.304885621
"CSNK1D"	0.212967729
"OR5V1"	0.300183313
"CDKN1C"	0.288898591
"CAMK2D"	0.104897876
"LY6D"	0.262194138
"DCDC2B"	0.144362745
"APITD1"	0.208482435
"CSTA"	0.242951389
"ZNF34"	0.222617443
"POLR3A"	0.060370711
"OR52K2"	0.314691585
"DUSP21"	0.319700776
"NAT8"	0.29677645
"C5orf46"	0.241591605
"UBE2G1"	0.267125204
"C3orf79"	0.240924734
"CAMK2N2"	0.260413092
"CD69"	0.26964665
"GYPE"	0.239489379
"SELM"	0.295240502
"PFDN4"	0.212009804
"CIDEC"	0.27940002
"HSD17B3"	0.152677185
"PACS2"	0.19072355
"OR8H1"	0.310132251
"GFPT1"	0.176351103
"OR10G3"	0.321887255
"PRDX2"	0.313367034
"CDC42SE1"	0.23881587
"KLHL31"	0.346859681
"TBL2"	0.194929024
"DPP7"	0.132712418
"CLDN9"	0.340253779
"ATPIF1"	0.257610805
"ZNF22"	0.284129902
"PIGF"	0.257178309
"OR10G2"	0.32872498
"MRPL17"	0.303869485
"SLC38A9"	0.210061275
"CTU1"	0.281088133
"PSCA"	0.253776042
"SLC35E2"	0.300850694
"CXCL1"	0.266815768
"TMEM9B"	0.283112234
"SDHAF2"	0.267903901
"ASF1B"	0.300369179
"SERF2"	0.245560662
"LY6G5B"	0.283903697
"BAALC"	0.238283292
"LSM1"	0.252536765
"TMEM50A"	0.258335376
"N4BP2L2"	0.144349469
"MRAP2"	0.272709865
"GRPEL1"	0.293736213
"ENG"	0.19635723
"GABARAPL2"	0.25720435
"ASAP2"	0.276243362
"C5orf56"	0.25557598
"OR5A2"	0.312089971
"IL23A"	0.268443117
"IL17F"	0.27699857
"CELF6"	0.199963235
"THEM6"	0.280598958
"NIT1"	0.167391748
"PRSS33"	0.292534722
"INO80C"	0.295134293
"DIRAS2"	0.308513072
"CYP2C9"	0.167424428
"HIGD2A"	0.272025123
"PFN2"	0.249249387
"NCEH1"	0.185442198
"PMP2"	0.251091708
"CBY1"	0.218772978
"CKLF"	0.26984375
"OR51S1"	0.30983558
"SLC2A12"	0.232005719
"NME4"	0.241489481
"SKA2"	0.211477226
"FGF6"	0.315794016
"MRPL53"	0.234448529
"NKX2-8"	0.349583333
"UBASH3B"	0.190720997
"LRRC18"	0.317605188
"GCSH"	0.246176981
"ODF3L2"	0.30331444
"RGS9BP"	0.336374592
"CRYAB"	0.278214869
"C7orf62"	0.289574142
"PSG3"	0.106717218
"NTS"	0.253297079
"PEX11G"	0.281745813
"ZNF75A"	0.293808721
"GORAB"	0.180387561
"LRRC15"	0.191357741
"C15orf40"	0.250349265
"TEDDM1"	0.288926164
"OR4N4"	0.309176879
"PRAMEF17"	0.422207925
"OR7G1"	0.241006944
"TRMT112"	0.275979882
"SAMD13"	0.254505208
"OR5P2"	0.251812194
"RNF115"	0.178179636
"TTLL1"	0.194813623
"RCAN1"	0.270839971
"HIST1H3G"	0.243202614
"ZCCHC13"	0.291742239
"TRPS1"	0.320933415
"OR1J1"	0.315252247
"GRHL3"	0.266095792
"HIST1H2BO"	0.131887255
"UBE2Q2"	0.189397467
"RPL28"	0.224729371
"CDC42"	0.277490298
"COX7A2"	0.205278799
"CMTM3"	0.266622243
"FKBP14"	0.275439645
"OR5AR1"	0.244709457
"OR5K1"	0.240060764
"NUDT16L1"	0.337729269
"ACLY"	0.153204146
"C7orf55"	0.271084048
"OR6C1"	0.238152574
"OR4K13"	0.306107537
"LCA5L"	0.124015012
"HIST1H3J"	0.245456495
"OR5AS1"	0.243994587
"PRPF31"	0.242616422
"VHL"	0.307177798
"DPPA5"	0.272470895
"OR4D11"	0.248983354
"ENTPD3"	0.118801573
"OR8D1"	0.24270578
"ENDOG"	0.25166973
"PATE2"	0.245274714
"CCR8"	0.31748366
"OR1L6"	0.312959559
"SPINK6"	0.234459252
"CXCL16"	0.328717831
"PSORS1C1"	0.184516442
"CST7"	0.185707721
"CD83"	0.291997549
"SLC30A7"	0.152487234
"CAPS"	0.336708538
"KRT5"	0.287529616
"NKAIN1"	0.262363664
"WIBG"	0.276066687
"GMIP"	0.269499081
"ARL5B"	0.263316993
"COMMD5"	0.302211499
"KRT17"	0.130161356
"PGLS"	0.287184436
"ANKRD9"	0.275352328
"OR52N4"	0.244641544
"DET1"	0.250274714
"MOB3A"	0.38754953
"BTG1"	0.280997243
"SPINK9"	0.237136438
"ZNF69"	0.11642259
"SLC31A2"	0.259053309
"TPSAB1"	0.442935049
"KDR"	0.217995813
"TRAPPC6A"	0.299816687
"OR1N2"	0.3153125
"CD96"	0.041698836
"CCDC74A"	0.217025633
"CHGB"	0.210490196
"SPATA8"	0.209364788
"WBSCR22"	0.185874694
"NOL9"	0.250283905
"C6orf120"	0.386064645
"OR10H2"	0.381234171
"MKNK1"	0.176081495
"MFAP2"	0.275031148
"CLEC4E"	0.221865298
"OR12D3"	0.253154105
"CLEC3B"	0.321771855
"KBTBD7"	0.303431883
"LRRC10"	0.335021957
"ITPK1"	0.228670854
"ZNF169"	0.203152574
"NDUFA2"	0.258913909
"AKT2"	0.264635927
"RHOB"	0.405948223
"RAB28"	0.279781965
"PLEKHM3"	0.196733047
"TCP10L"	0.288265931
"MESP1"	0.275885417
"FIBIN"	0.205179739
"IL17A"	0.221082006
"ASB12"	0.330159824
"RPL10L"	0.303900633
"SPAG4"	0.176856618
"UGT2A3"	0.109010927
"FBF1"	0.090059743
"FBLN7"	0.234374489
"KCNJ3"	0.205931883
"LRRC26"	0.252391748
"LILRA1"	0.162225286
"KIAA1462"	0.391467525
"SHARPIN"	0.195588235
"PLP2"	0.279101307
"TINAGL1"	0.25213848
"CDKN1B"	0.326508374
"TMEM198"	0.222538297
"OR5H1"	0.242106822
"ZNF624"	0.268656556
"HPCA"	0.321747855
"HDDC3"	0.212573019
"PLD5"	0.105274203
"PWP2"	0.308252655
"PLS1"	0.121194853
"CCDC158"	0.043961397
"TEX12"	0.246917892
"SYN3"	0.252364175
"CD81"	0.318612132
"DCTN5"	0.265903288
"ANKRD1"	0.094707925
"TRIML1"	0.216411356
"FGF21"	0.306838235
"OR5R1"	0.251960274
"DBNDD2"	0.260929841
"ZNF133"	0.221601307
"OR1E1"	0.249791667
"OR6K6"	0.313484988
"CCDC80"	0.142142055
"LY6E"	0.271076389
"IAH1"	0.301604371
"RPL11"	0.279101307
"TECTB"	0.15482741
"TIMP4"	0.301142259
"CASR"	0.322685355
"TXN"	0.243843954
"FABP4"	0.211787173
"ZDHHC1"	0.198755617
"CRTAM"	0.192100694
"IDH2"	0.212290645
"OR10C1"	0.354611928
"JAK2"	0.190683721
"KCTD11"	0.330351307
"NIN"	0.124322406
"OR2D2"	0.245786867
"OR1L8"	0.315692402
"STXBP6"	0.279223346
"RSPO4"	0.22905433
"NME3"	0.177354473
"ANXA8L2"	0.360095486
"N6AMT1"	0.301636029
"RANBP1"	0.291693219
"OR6Y1"	0.311887766
"SRMS"	0.194657373
"H2BFWT"	0.310476409
"OSBPL6"	0.037218648
"C12orf74"	0.220587214
"SPINK14"	0.240470282
"PKLR"	0.144253472
"FAM172A"	0.202371834
"SLC14A2"	0.137152778
"NUBP2"	0.430568832
"YIPF4"	0.266259191
"ATXN3"	0.181964869
"PTHLH"	0.295596916
"LRIF1"	0.209318321
"APOC3"	0.211182598
"OR1L3"	0.307957006
"CCDC8"	0.097714461
"MYL4"	0.285959967
"PTRHD1"	0.197995813
"DLG2"	0.104288705
"ATP5H"	0.256635519
"UBE2G2"	0.271730494
"ANAPC11"	0.286980188
"VSIG8"	0.195521344
"RASAL3"	0.212581699
"AK3"	0.235515217
"BROX"	0.087912582
"ARL8B"	0.278994587
"OR5AC2"	0.310831291
"PCSK7"	0.238490094
"TPRG1L"	0.309290748
"POLI"	0.159815155
"AKAP10"	0.225799632
"PHRF1"	0.776573734
"CCDC82"	0.210135825
"LRGUK"	0.046865298
"OR4F6"	0.2982404
"RHBDD3"	0.333303717
"C1orf174"	0.316841299
"DNAJC7"	0.212097631
"NKX3-1"	0.333750511
"CATSPERG"	0.062888072
"GAMT"	0.231765217
"ATMIN"	0.232266136
"EBPL"	0.225643382
"SLURP1"	0.215283905
"C12orf4"	0.113124489
"OR6S1"	0.268147467
"OR5AK2"	0.203310866
"PLLP"	0.30147212
"ARL4C"	0.344904514
"SYCE1L"	0.287550041
"PIP4K2C"	0.1184375
"TTC7A"	0.16785386
"COX4I2"	0.228452819
"MTSS1"	0.215026552
"LUM"	0.311929636
"OR51L1"	0.207042484
"RWDD2A"	0.294365298
"NUDT5"	0.2963654
"OR4Q3"	0.169393893
"APOBEC1"	0.294255004
"EDN2"	0.282687908
"ITGB1BP1"	0.279854473
"MYL3"	0.285193525
"PPP1R1A"	0.262199755
"DNLZ"	0.281303615
"OSTN"	0.2478125
"UBE2C"	0.214518484
"CTRB1"	0.36972069
"PSMB11"	0.408329759
"GGCT"	0.213965482
"RAB20"	0.327746119
"TREM2"	0.299680862
"VWA5B1"	0.78112643
"AKAP4"	0.278862847
"CAV2"	0.290235907
"DGCR6"	0.324510315
"AKNA"	0.124393893
"PTTG1IP"	0.272004187
"FAM96B"	0.226230596
"SIRT1"	0.217122651
"DVL1"	0.518975694
"OR51E2"	0.345083231
"COQ7"	0.322076185
"ZNF263"	0.2268173
"C8orf74"	0.35916105
"PRR3"	0.282759906
"SCOC"	0.206205065
"NAAA"	0.142242647
"CCDC114"	0.212694036
"CCDC50"	0.109463848
"TCEANC2"	0.292384089
"OR13A1"	0.400963542
"KIAA1211"	0.525873162
"PEX2"	0.298370609
"SDC4"	0.279488358
"GSC"	0.290537684
"MC3R"	0.439725286
"KCNMA1"	0.221499183
"GJB4"	0.397622549
"LRP11"	0.191831597
"FPR1"	0.391715686
"TBC1D3G"	0.666683007
"ICMT"	0.291647263
"OR51D1"	0.210237949
"FEM1A"	0.341699346
"EXTL1"	0.230346201
"RPL29"	0.223271548
"UQCRB"	0.242354984
"NAT1"	0.294912684
"NEUROG1"	0.487463235
"OR10J5"	0.243583027
"TNFRSF10C"	0.250767974
"PPP3CC"	0.177085886
"ZNF695"	0.128736724
"PPP1R1B"	0.285891033
"THY1"	0.27773846
"SMARCA2"	0.21051828
"ANO6"	0.076276552
"C12orf45"	0.283321078
"OR2M4"	0.307465278
"MS4A3"	0.272898284
"CABP7"	0.322674632
"PTPMT1"	0.239227941
"YWHAE"	0.309049224
"OR10AD1"	0.256123877
"CRLS1"	0.220645935
"TMC4"	0.206637051
"MIA"	0.265051573
"TTC9"	0.259610907
"B3GALT5"	0.362780842
"RNF150"	0.236936785
"LRRC20"	0.305884906
"TOMM20L"	0.229454657
"PRMT3"	0.120381944
"SPAG7"	0.302998366
"C1orf158"	0.160383476
"LIG4"	0.231377145
"COX6A1"	0.191168301
"CMBL"	0.292453023
"DPM2"	0.208428819
"DEFB107B"	0.36193219
"MDH1B"	0.116205576
"THTPA"	0.29308364
"PGLYRP1"	0.249097733
"NKAIN3"	0.264988766
"TMEM204"	0.371150429
"ZNF667"	0.122314134
"TMEM106B"	0.293441585
"ATP6V1E1"	0.280075061
"HNRNPCL1"	0.314366319
"DPP4"	0.047895221
"KLK7"	0.314256025
"PATE1"	0.242304943
"MBP"	0.305448325
"FAM151A"	0.1819904
"WIPI1"	0.209505719
"OST4"	0.349635927
"C5orf28"	0.194856516
"DEFA1"	0.409073223
"DEFA1B"	0.409339257
"BPIFA2"	0.306855596
"KRTAP22-2"	0.356058007
"IDNK"	0.260580065
"KLRC1"	0.224958129
"CDS1"	0.196968444
"KRTAP21-3"	0.365936989
"FAM207A"	0.28558415
"WNT2B"	0.233760723
"DEFB105B"	0.376169322
"IQCF6"	0.397496936
"PXMP4"	0.321964869
"ITPA"	0.304054841
"C3"	0.369435764
"DCAF15"	0.245990094
"HUS1B"	0.476650837
"DEFB103B"	0.386397059
"DEFB103A"	0.386397059
"SLC35G5"	0.376928105
"IL36A"	0.264367341
"ARL16"	0.313633578
"MRGPRE"	0.365290543
"DEFB104B"	0.382143587
"ST3GAL4"	0.195606107
"PPCDC"	0.289625204
"C4orf26"	0.184491422
"DEFB107A"	0.36193219
"LRRC3"	0.297903901
"C2orf61"	0.272257455
"KRTAP25-1"	0.413257251
"RNASE2"	0.121292382
"RAB40A"	0.340776144
"IMMP1L"	0.183055556
"PSMF1"	0.345079146
"PNRC2"	0.406130004
"C20orf202"	0.423201593
"SPA17"	0.257272263
"TRIM73"	0.348103554
"SLC39A3"	0.244496528
"METTL6"	0.233130617
"DGCR6L"	0.327492851
"OR4F21"	0.54569087
"CNIH2"	0.282306475
"MFAP5"	0.277203329
"SEMA6D"	0.216041667
"OR4F29"	0.55267259
"OR4F16"	0.55267259
"KLF6"	0.356964869
"STX2"	0.179423509
"TP53I11"	0.299788603
"PET117"	0.38336346
"ZNF71"	0.146892361
"IL13"	0.26784518
"FAM46D"	0.3373606
"FAHD1"	0.229898897
"C11orf21"	0.476946998
"RBP2"	0.259733967
"RPL31"	0.27042739
"LEUTX"	0.453653493
"CTXN2"	0.38838848
"TMEM88B"	0.467109886
"VCY"	0.46873366
"VCY1B"	0.46873366
"TNFSF13"	0.301854065
"TRAPPC6B"	0.220234886
"ASCL1"	0.335313521
"PRSS3"	0.296679943
"PPP1R42"	0.272588337
"POLR2D"	0.253913399
"FOXI2"	0.298622345
"SPINT3"	0.384383681
"MPHOSPH9"	0.090471303
"FAM212A"	0.330157271
"DIO1"	0.296815257
"TAAR6"	0.336306679
"MFSD11"	0.168413501
"PRSS27"	0.401663092
"SLC7A2"	0.220355903
"DNAJC15"	0.190698529
"NDUFA5"	0.24746681
"ATXN3L"	0.322915645
"RNF222"	0.512416258
"TTC9B"	0.317352941
"RASD1"	0.486419526
"VAX2"	0.257538807
"COMMD6"	0.14295241
"SHCBP1L"	0.044537888
"DEFB4A"	0.364610396
"C19orf24"	0.435916565
"MALSU1"	0.267600592
"LAIR2"	0.189993362
"SLC22A18AS"	0.532224265
"ATP5O"	0.283430351
"MBD3L2"	0.533197508
"KRTAP2-1"	0.344956087
"HTRA2"	0.217324346
"TIMP3"	0.29927645
"NNMT"	0.30512357
"C22orf46"	0.519981107
"RHOQ"	0.309801368
"ALOX15B"	0.158383374
"C1orf189"	0.243230699
"GKN1"	0.275901757
"MYH2"	0.122423407
"PRR16"	0.294246324
"C8orf48"	0.582388685
"C2CD4C"	0.644962725
"CYGB"	0.303535029
"C6orf52"	0.451402165
"MORN2"	0.382690972
"TLE1"	0.248472222
"MPDU1"	0.25175194
"UBE2K"	0.27691636
"DEFB105A"	0.376169322
"TMEM141"	0.251206597
"ING4"	0.302019506
"CLDN5"	0.45926011
"GJB5"	0.268917994
"GLRX3"	0.169409722
"EDNRA"	0.134226409
"ATP6V0B"	0.282870711
"OR52K1"	0.181627859
"RPL34"	0.259009906
"OR6N2"	0.242959048
"MS4A15"	0.29638991
"TADA2A"	0.168032578
"DEPDC1B"	0.213902676
"KIAA1107"	0.852588848
"C15orf62"	0.473814338
"TEX261"	0.291281658
"CREG1"	0.240785846
"TPT1"	0.280906352
"C19orf38"	0.509915748
"OR8K5"	0.170311479
"MRGPRG"	0.57513123
"GLOD4"	0.139034416
"ELAC1"	0.321659518
"PRSS22"	0.364510315
"KRTAP22-1"	0.339359171
"C10orf105"	0.442464767
"CRTC1"	0.336493056
"TTPA"	0.276161152
"GPR62"	0.374537377
"CBR1"	0.392774714
"C6orf15"	0.327636846
